Booking No,Agent,Country,Tour Type,Booking Date,Amount,Status
BK004238,TUI,Australia,Honeymoon,2026-06-24,2494,Cancelled
BK004239,Kuoni,Canada,Family,2026-03-14,-1679,Cancelled
BK004240,TUI,Japan,Leisure,2026-02-15,2226,Pending
BK002195,Booking.com,USA,Adventure,2026-07-25,4076,Confirmed
BK004242,Kuoni,Canada,Cultural,2026-02-21,3870,Confirmed
BK004243,TUI,UK,Honeymoon,2026-08-10,4166,
BK004244,Booking.com,Spain,Leisure,notadate,1170,Confirmed
BK004245,Booking.com,Canada,Cultural,2026-06-30,1134,Cancelled
BK004246,Booking.com,UAE,Family,2026-01-02,-2002,Cancelled
BK004247,Booking.com,UAE,Leisure,2026-06-25,4487,Pending
BK004248,Expedia,UK,Family,2026-04-19,3734,Confirmed
BK004249,Booking.com,Germany,Wildlife,2026-08-27,-1289,Completed
BK004250,Expedia,Italy,Adventure,2026-06-03,4698,Completed
BK004251,Trailfinders,France,Family,2026-03-08,2933,Confirmed
BK004252,MakeMyTrip,UK,Adventure,2026-06-03,4811,Completed
BK004253,MakeMyTrip,Japan,Cultural,2026-08-25,4032,Cancelled
BK004254,Thomas Cook,Italy,Adventure,2026-11-22,2604,Cancelled
BK004255,Kuoni,Italy,Honeymoon,2026-08-25,4350,Completed
BK004256,Trailfinders,Spain,Family,Jan 15 2026,2865,Completed
BK004257,Thomas Cook,USA,Honeymoon,2026-12-13,452,Cancelled
BK004258,TUI,USA,Business,2026-10-01,253,Pending
BK004259,Cox & Kings,UAE,Wildlife,2026.01.15,514,Confirmed
BK004260,Thomas Cook,Germany,Honeymoon,,3532,Pending
BK004261,Trailfinders,France,Business,2026-03-27,-2894,Completed
BK004262,Booking.com,France,Business,2026-05-14,4965,Cancelled
BK004263,MakeMyTrip,Japan,Wildlife,2026-11-03,1991,Confirmed
BK004264,Expedia,Italy,Wildlife,2026-11-19,580,Confirmed
BK004265,Booking.com,Australia,Adventure,2026-02-25,1031,Completed
BK004266,Booking.com,Japan,Business,0000-00-00,2218,Completed
BK004267,TUI,Germany,Cultural,2026-02-03,,Pending
BK004268,MakeMyTrip,USA,Business,2026-11-09,4421,Pending
BK002647,Thomas Cook,France,Adventure,2026-10-22,4513,Cancelled
BK004270,Trailfinders,Australia,Wildlife,2026-09-02,775,Pending
BK004271,TUI,France,Adventure,2026-08-09,-1954,Pending
BK004272,MakeMyTrip,Japan,Business,2026-01-06,449,Cancelled
BK004273,TUI,UAE,Leisure,2026-02-30,555,Completed
BK004274,Trailfinders,UK,Wildlife,2026-11-27,2653,Pending
BK004275,Cox & Kings,USA,Wildlife,2026-02-30,2761,Pending
BK004276,TUI,Italy,Adventure,2026-11-25,2136,Confirmed
BK003161,Cox & Kings,UAE,Adventure,2026-12-28,601,Completed
BK004278,Thomas Cook,UAE,Adventure,2026-11-15,1709,Pending
BK004279,Trailfinders,UAE,Leisure,2026-05-22,2717,Cancelled
BK004280,Booking.com,Spain,Adventure,2026-09-20,3940,Cancelled
BK004281,MakeMyTrip,USA,Wildlife,2026-09-19,  ,Cancelled
BK004282,,USA,Business,2026-06-24,2136,Cancelled
BK004283,MakeMyTrip,Japan,Business,2026-02-30,1564,Cancelled
BK004284,Thomas Cook,Germany,Cultural,2026-10-19,4513,Pending
BK004285,Cox & Kings,France,Leisure,2026-13-45,1985,Pending
BK004286,Expedia,Japan,Leisure,2026-03-06,$500,Cancelled
BK004287,TUI,Australia,,2026-02-15,3095,Pending
BK004288,Cox & Kings,Germany,Wildlife,2026-10-28,2285,Confirmed
BK004289,Booking.com,Italy,Business,2026-07-21,-372,Confirmed
BK004290,Booking.com,Spain,Wildlife,2026-07-10,817,Cancelled
BK004291,TUI,Australia,Wildlife,2026-09-22,  ,Confirmed
BK004292,Kuoni,Germany,Business,2026-04-25,2640,Pending
BK004293,Expedia,UAE,Cultural,2026-08-29,1001,Pending
BK004294,Kuoni,Spain,Family,2026-03-04,3313,Completed
BK004295,Booking.com,Canada,Cultural,2026-11-29,1176,Pending
BK002988,TUI,Japan,Leisure,2026-07-30,1198,Confirmed
BK004297,Trailfinders,USA,Business,2026-03-09,175,Confirmed
BK002576,Expedia,Spain,Leisure,2026-05-29,1360,Confirmed
BK004299,Trailfinders,Canada,Wildlife,2026-07-03,3540,Completed
BK000197,Expedia,Italy,Adventure,2026-12-18,1867,Completed
BK004301,TUI,UAE,Leisure,2026-02-25,461,Confirmed
BK004302,Trailfinders,UK,Wildlife,2026-01-26,1873,Cancelled
BK004303,Expedia,Canada,Honeymoon,2026-04-17,413,Pending
BK004304,Trailfinders,UK,Family,2026-05-05,4645,Confirmed
BK003445,Cox & Kings,Canada,Cultural,2026-06-30,825,Pending
BK004306,TUI,Spain,Cultural,2026-01-19,4943,Completed
BK004307,Trailfinders,Canada,Honeymoon,2026-03-24,,Completed
BK004308,TUI,Australia,Adventure,2026-09-07,1382,Confirmed
BK004309,Expedia,Italy,Family,2026-03-21,1682,Completed
BK004310,Trailfinders,Italy,Leisure,2026-08-27,-2966,Cancelled
BK004311,MakeMyTrip,Germany,Wildlife,2026-07-24,3732,Pending
BK004312,Thomas Cook,Spain,Business,2026/01/01/01,4594,Cancelled
BK003562,Expedia,Italy,Family,2026-09-04,2258,Confirmed
BK004314,Trailfinders,Australia,Business,2026-02-05,null,Pending
BK004315,Expedia,Japan,Business,2026-07-01,3631,Confirmed
BK004316,Kuoni,Japan,Adventure,2026-06-05,NaN,Confirmed
BK004317,Cox & Kings,,Honeymoon,2026-03-17,233,Confirmed
BK004318,Kuoni,Japan,Business,2026-04-20,null,Completed
BK004319,MakeMyTrip,Germany,Cultural,2026-04-13,914,Completed
BK004320,Cox & Kings,UK,Honeymoon,2026-03-24,3505,Confirmed
BK004321,Cox & Kings,France,Leisure,2026-02-22,abc,Pending
BK004322,Kuoni,Italy,Business,31-31-2026,294,Confirmed
BK004323,TUI,Canada,Cultural,2026-01-19,-2376,Cancelled
BK004324,Trailfinders,Australia,Adventure,2026-09-24,4277,Completed
BK004325,Trailfinders,UK,Family,Jan 15 2026,208,Cancelled
BK004326,Thomas Cook,USA,Honeymoon,2026-04-23,586,Confirmed
BK004327,Expedia,Italy,Adventure,2026-06-10,,Pending
BK004328,TUI,Australia,Cultural,2026-05-23,971,Completed
BK004329,Trailfinders,Spain,Business,2026-07-31,3274,Cancelled
BK004330,Cox & Kings,USA,Business,2026-02-21,4375,Completed
BK004331,Kuoni,France,Family,2026-13-45,3411,Confirmed
BK004332,MakeMyTrip,Germany,Adventure,31-31-2026,2450,Confirmed
BK000646,Cox & Kings,Australia,Wildlife,2026-02-22,1611,Pending
BK004334,TUI,Italy,Leisure,2026-09-22,1459,Confirmed
BK004335,Trailfinders,Japan,Family,2026-01-23,,Confirmed
BK004336,Booking.com,Australia,Honeymoon,2026-10-11,-2040,Pending
BK004337,TUI,UAE,Honeymoon,2026-07-15,1686,Completed
BK004338,Booking.com,Australia,,2026-11-10,2745,Pending
BK004339,TUI,France,Adventure,2026-05-13,"1,000",Cancelled
BK004340,Trailfinders,USA,Cultural,2026-02-06,2101,Completed
BK004341,Expedia,Italy,Business,2026-01-22,-500,Confirmed
BK004342,TUI,France,Family,2026-12-14,3218,Confirmed
BK004343,Expedia,UAE,Wildlife,2026-05-08,4800,Completed
BK004344,,Germany,Business,2026-08-21,857,Confirmed
BK004345,Booking.com,Spain,Wildlife,2026-07-13,1271,Pending
BK004346,Trailfinders,Canada,Honeymoon,2026-12-09,1831,Pending
BK004347,TUI,,Business,2026-02-10,2401,Confirmed
BK004348,Expedia,UK,Wildlife,2026-10-15,948,Pending
BK004349,Kuoni,UK,,2026-12-27,1996,Cancelled
BK004350,Cox & Kings,UAE,Cultural,2026-01-02,2637,Pending
BK003166,Kuoni,Japan,Leisure,2026-10-21,2351,Confirmed
BK000179,Thomas Cook,Canada,Family,2026-09-27,1842,Confirmed
BK004353,Thomas Cook,Spain,Wildlife,yesterday,2326,Pending
BK004354,Booking.com,Australia,Business,Jan 15 2026,3969,Pending
BK004355,Thomas Cook,Germany,,2026-04-20,3784,Pending
BK004356,Cox & Kings,Germany,Honeymoon,2026-04-28,2122,Confirmed
BK004357,Trailfinders,UAE,Business,2026-02-15,1622,Completed
BK004358,Expedia,Germany,Wildlife,2026-07-17,238,Cancelled
BK004359,Cox & Kings,Spain,Adventure,31-31-2026,4659,Confirmed
BK004360,Trailfinders,USA,Leisure,2026-12-17,396,Confirmed
BK004361,Trailfinders,Spain,,2026-07-28,875,Cancelled
BK004362,TUI,Japan,Business,2026-01-11,-1855,Pending
BK004363,Trailfinders,Australia,Honeymoon,2026-06-03,-2653,Completed
BK004364,Thomas Cook,Canada,Business,2026-09-22,668,Completed
BK004365,MakeMyTrip,Japan,Wildlife,,307,Confirmed
BK004366,TUI,UK,Family,2026-09-06,1917,Completed
BK004367,Thomas Cook,UAE,Adventure,2026-04-14,NaN,Completed
BK004368,Expedia,Australia,Leisure,2026-13-45,3566,Confirmed
BK004369,TUI,France,Leisure,2026-05-18,-402,Pending
BK004370,Kuoni,Spain,Wildlife,2026-10-31,3564,Completed
BK004371,MakeMyTrip,USA,Cultural,2026-12-05,-2768,Pending
BK004372,Trailfinders,Spain,Business,2026-03-24,1974,Confirmed
BK004373,TUI,USA,Cultural,2026-04-30,3050,Cancelled
BK004374,TUI,Italy,Honeymoon,2026-12-22,4897,Cancelled
BK003739,Trailfinders,Spain,Adventure,2026-07-17,1014,Completed
BK004376,Cox & Kings,USA,Honeymoon,2026-06-05,-1168,Cancelled
BK004377,Booking.com,USA,Wildlife,2026-10-14,2958,Completed
BK004378,MakeMyTrip,UAE,Adventure,2026-09-03,3278,Completed
BK004379,Thomas Cook,UK,Adventure,2026-05-21,4822,Cancelled
BK004380,Cox & Kings,UAE,Family,2026-08-14,373,Completed
BK004381,Kuoni,Canada,,2026-02-21,4013,Cancelled
BK002778,Booking.com,UK,Cultural,2026-03-04,3283,Cancelled
BK004383,MakeMyTrip,Spain,Wildlife,,3320,Pending
BK004384,Cox & Kings,Germany,Leisure,2026-06-01,-2040,Pending
BK004385,MakeMyTrip,UAE,Cultural,,2152,Cancelled
BK004386,Expedia,Canada,Family,2026-07-23,4877,Cancelled
BK004387,Booking.com,UAE,Wildlife,2026-11-29,abc,Pending
BK004388,Booking.com,Japan,Leisure,2026-01-04,492,Confirmed
BK004389,Expedia,Germany,Leisure,2026-06-17,3574,Confirmed
BK000527,Cox & Kings,USA,Honeymoon,2026-05-13,2167,Confirmed
BK004391,MakeMyTrip,Germany,Leisure,2026-12-11,4655,Cancelled
BK004392,MakeMyTrip,Canada,Wildlife,2026-06-05,3175,Confirmed
BK004393,Trailfinders,Australia,Adventure,2026-04-11,1886,Confirmed
BK004394,Thomas Cook,Canada,Leisure,2026-09-10,3919,
BK004395,Kuoni,Spain,Cultural,2026-08-03,675,Cancelled
BK004396,Expedia,Canada,Honeymoon,2026/01/01/01,1244,Confirmed
BK004397,Expedia,Canada,Cultural,2026-07-23,-2018,Confirmed
BK000954,MakeMyTrip,Germany,Adventure,2026-04-08,3487,Pending
BK004399,Trailfinders,UAE,Adventure,2026-08-05,4251,Cancelled
BK004400,Expedia,Japan,Wildlife,2026-08-25,abc,Pending
BK004401,Booking.com,USA,Wildlife,2026-10-23,654,Cancelled
BK004402,Kuoni,France,Wildlife,2026-10-01,1322,Completed
BK004403,Expedia,France,Family,2026-11-05,2069,Completed
BK004404,Kuoni,France,Adventure,2026-06-10,1615,Completed
BK004405,Thomas Cook,Italy,Cultural,2026-09-24,2380,Cancelled
BK004406,Trailfinders,Canada,Family,2026-09-17,1025,Confirmed
BK004407,MakeMyTrip,USA,Leisure,2026-08-07,,Confirmed
BK004408,TUI,Spain,Honeymoon,2026-09-13,4023,Confirmed
BK004409,Kuoni,Spain,Honeymoon,2026-12-12,557,Completed
BK004410,Booking.com,Australia,Honeymoon,2026-09-03,527,Cancelled
BK004411,Expedia,France,Leisure,2026-05-17,3296,Cancelled
BK001773,Expedia,Japan,Adventure,2026-07-23,3338,Confirmed
BK004413,Kuoni,Canada,Business,32/01/2026,4484,Confirmed
BK004414,Kuoni,UAE,Honeymoon,2026-10-18,4111,Completed
BK004415,Cox & Kings,UAE,Adventure,2026-11-05,3040,Completed
BK004416,Kuoni,Spain,Leisure,2026-10-16,1296,Pending
BK004417,Thomas Cook,UK,Leisure,2026-02-02,4027,Cancelled
BK004418,Cox & Kings,Germany,Adventure,2026-12-30,4422,Completed
BK004419,Kuoni,Japan,Cultural,notadate,3631,Confirmed
BK004420,Thomas Cook,France,Adventure,N/A,350,Confirmed
BK004421,Trailfinders,USA,Leisure,2026-09-18,1297,
BK004422,Booking.com,Canada,Family,2026-04-25,-211,Confirmed
BK004423,MakeMyTrip,UK,Adventure,2026-11-22,3715,Cancelled
BK004424,Kuoni,Italy,Honeymoon,2026-06-28,1323,Cancelled
BK004425,Booking.com,Germany,Leisure,2026-11-12,,Confirmed
BK004426,Cox & Kings,Italy,Wildlife,2026-12-11,-2842,Completed
BK004427,Cox & Kings,UAE,Cultural,2026-08-09,1814,Completed
BK004428,Booking.com,UAE,Cultural,2026-06-17,N/A,Pending
BK004429,TUI,Germany,Business,2026-02-11,365,Confirmed
BK004430,Thomas Cook,France,Adventure,2026-08-08,1516,Cancelled
BK004431,TUI,USA,Family,2026-01-06,3801,Cancelled
BK004432,Kuoni,Germany,Adventure,2026-13-45,4433,Cancelled
BK004433,MakeMyTrip,Italy,Cultural,2026-03-14,2349,Cancelled
BK004434,Kuoni,USA,Honeymoon,2026-02-28,3661,Cancelled
BK004435,TUI,UAE,Leisure,2026-08-01,3347,Cancelled
BK004436,Trailfinders,UAE,Family,2026-13-45,3960,Pending
BK004437,TUI,Italy,Business,2026-05-23,-127,Confirmed
BK000251,Trailfinders,Japan,Business,2026-10-25,3903,Confirmed
BK004439,Thomas Cook,Italy,Wildlife,2026-06-19,4624,Confirmed
BK004440,Expedia,Australia,Family,2026-06-03,1269,
BK004441,TUI,UAE,Adventure,31-31-2026,885,Confirmed
BK004442,,UAE,Wildlife,2026-07-28,4795,Completed
BK004443,MakeMyTrip,UK,Business,2026-03-25,2814,Pending
BK004444,MakeMyTrip,France,Adventure,31-31-2026,4627,Confirmed
BK004445,MakeMyTrip,Australia,Cultural,2026-08-16,2591,Cancelled
BK004446,Thomas Cook,Germany,Cultural,2026-06-06,,Completed
BK004447,MakeMyTrip,UAE,Business,2026-01-24,972,Confirmed
BK004448,Kuoni,France,Wildlife,0000-00-00,2716,Completed
BK004449,Cox & Kings,Canada,Honeymoon,2026-13-45,1551,Completed
BK004450,Cox & Kings,Italy,Honeymoon,2026-10-28,-131,Cancelled
BK004451,Kuoni,Canada,Wildlife,2026-09-17,-532,Completed
BK004452,Trailfinders,UK,Wildlife,2026-06-08,1175,Cancelled
BK004453,MakeMyTrip,Spain,Cultural,2026-06-18,2516,Pending
BK004454,Booking.com,Germany,Business,2026-06-30,4716,Completed
BK001544,Cox & Kings,Australia,Honeymoon,2026-11-07,823,Confirmed
BK004456,MakeMyTrip,Germany,Cultural,2026-06-06,2814,Completed
BK000719,Booking.com,Australia,Wildlife,2026-05-09,2763,Confirmed
BK004458,TUI,Canada,Honeymoon,2026-07-02,4446,Completed
BK004459,TUI,UK,Business,2026-12-04,1475,Cancelled
BK004460,MakeMyTrip,USA,Family,2026-13-45,4373,Completed
BK004461,MakeMyTrip,Italy,Family,2026-08-10,676,
BK004462,MakeMyTrip,Germany,Cultural,2026-09-11,2400,Completed
BK004463,Expedia,USA,Cultural,2026-10-20,4025,Cancelled
BK004432,Kuoni,Japan,Leisure,2026-04-23,1830,Completed
BK004465,Kuoni,France,Honeymoon,2026-07-07,4694,Completed
BK004466,Expedia,Canada,Wildlife,2026-05-13,2023,Completed
BK003853,MakeMyTrip,Germany,Cultural,2026-10-19,170,Confirmed
BK004468,Thomas Cook,UAE,Honeymoon,2026-11-10,-1330,Pending
BK003302,Thomas Cook,Italy,Business,2026-02-26,454,Completed
BK004470,Booking.com,Japan,Adventure,2026-07-17,2912,Pending
BK004471,Thomas Cook,Australia,Wildlife,2026-07-01,4753,Confirmed
BK004472,TUI,Italy,Adventure,2026-06-24,4849,Cancelled
BK004473,Kuoni,UAE,Cultural,2026-01-28,3885,Completed
BK004474,Kuoni,Australia,Honeymoon,2026-04-25,----,Pending
BK004475,Expedia,Japan,Family,2026-09-27,2634,Cancelled
BK004476,TUI,Australia,Wildlife,2026-12-22,1824,Confirmed
BK004477,Expedia,Australia,Family,2026-07-18,869,Cancelled
BK004478,TUI,Germany,Family,2026-09-18,----,Cancelled
BK004479,Booking.com,USA,Adventure,2026-12-31,4204,Pending
BK004480,MakeMyTrip,USA,Family,2026-10-25,-582,Pending
BK004481,Kuoni,Germany,Cultural,2026-04-06,1936,Confirmed
BK004482,Booking.com,Japan,Business,2026-04-11,1399,Completed
BK004483,Kuoni,UK,Business,2026-11-16,-1125,Cancelled
BK004484,TUI,USA,Adventure,2026-03-07,2112,Pending
BK004485,Expedia,Italy,Family,2026-11-10,2801,Confirmed
BK004486,Kuoni,Spain,Business,2026-06-26,3798,Confirmed
BK004487,Booking.com,Germany,Leisure,2026-07-30,1030,Completed
BK004488,MakeMyTrip,Japan,Business,2026-05-16,-1975,Pending
BK004489,Expedia,France,Leisure,2026-10-10,4717,Cancelled
BK004490,Expedia,France,Family,2026-12-13,216,Completed
BK004491,Cox & Kings,Japan,Leisure,2026-03-20,NaN,Cancelled
BK004492,TUI,Spain,Family,2026-06-01,2420,Completed
BK004493,Kuoni,USA,Cultural,2026-01-03,2202,Pending
BK004494,Kuoni,UAE,Business,2026-01-27,  ,Completed
BK004495,Trailfinders,Germany,Family,2026-09-13,4091,Pending
BK004496,MakeMyTrip,USA,Cultural,2026-03-12,4098,Completed
BK004497,MakeMyTrip,UAE,Cultural,2026-11-04,605,Pending
BK004498,Trailfinders,Germany,Leisure,2026-09-24,1557,Cancelled
BK001506,Trailfinders,France,Family,2026-10-16,242,Cancelled
BK004500,Cox & Kings,Spain,Business,notadate,291,Completed
BK002792,TUI,Japan,Cultural,2026-08-25,294,Confirmed
BK004502,Booking.com,Germany,Leisure,2026-04-17,4884,Cancelled
BK004503,TUI,Australia,Family,2026-11-03,-519,Cancelled
BK000595,Expedia,Canada,Cultural,2026-04-10,2046,Cancelled
BK004505,Booking.com,UAE,Family,2026-11-29,1301,Confirmed
BK004506,Kuoni,,Leisure,2026-09-03,796,Cancelled
BK004507,TUI,Germany,Honeymoon,2026-03-06,1290,Cancelled
BK004508,Cox & Kings,Italy,Adventure,2026-08-21,543,Pending
BK004509,Kuoni,Australia,Cultural,2026-10-05,-732,Completed
BK004510,Booking.com,Germany,Family,2026-04-10,1334,Cancelled
BK004511,TUI,UK,Adventure,2026-08-04,4826,Confirmed
BK004512,Thomas Cook,Japan,Cultural,2026-08-03,3095,Pending
BK004513,Thomas Cook,Australia,Family,0000-00-00,4751,Completed
BK004514,TUI,Japan,Wildlife,2026-05-16,3704,Cancelled
BK004515,Thomas Cook,Spain,Adventure,2026-07-05,3876,Cancelled
BK000057,Cox & Kings,Italy,Family,2026-09-11,4584,Pending
BK000434,Thomas Cook,Japan,Business,2026-09-03,3934,Completed
BK004518,Expedia,France,Honeymoon,2026-09-21,4197,Completed
BK004519,Booking.com,Canada,Business,2026-03-21,3367,Confirmed
BK004520,Booking.com,Canada,Wildlife,2026-03-17,3385,Confirmed
BK004521,Trailfinders,Italy,Leisure,2026-08-13,319,Confirmed
BK004522,Cox & Kings,UK,Cultural,2026-09-22,$500,Confirmed
BK003289,Trailfinders,Canada,Honeymoon,2026-01-06,1748,Confirmed
BK004524,Cox & Kings,UAE,Wildlife,2026-07-08,null,Cancelled
BK004525,MakeMyTrip,UK,Adventure,2026-05-15,1193,Pending
BK004526,Kuoni,Italy,Leisure,2026-07-24,-2412,Confirmed
BK004527,Thomas Cook,Canada,Leisure,2026-09-25,3704,Confirmed
BK004528,Expedia,Australia,Leisure,2026-12-21,4314,Completed
BK004529,Expedia,Spain,Adventure,2026-01-21,4028,Completed
BK004530,TUI,Australia,Wildlife,2026-05-27,576,Pending
BK004531,Trailfinders,Canada,Honeymoon,2026-07-10,-1905,Completed
BK004532,Thomas Cook,Japan,Leisure,2026-12-09,539,Pending
BK004533,Expedia,Germany,Wildlife,2026-10-20,104,Confirmed
BK004534,TUI,UK,Family,2026-10-12,3066,Confirmed
BK004535,TUI,Spain,Leisure,2026-03-18,2950,Pending
BK004536,Booking.com,USA,Cultural,2026-12-16,1538,Confirmed
BK004537,Booking.com,UAE,Family,2026-07-06,3977,
BK003698,Kuoni,USA,Wildlife,2026-11-03,3559,Pending
BK004539,Thomas Cook,France,Business,2026-03-19,3242,Pending
BK004540,Booking.com,Germany,Business,2026-02-12,3413,Pending
BK004541,MakeMyTrip,Australia,Business,00/00/0000,3101,Confirmed
BK004542,MakeMyTrip,Australia,Wildlife,2026-08-05,-1603,Completed
BK004543,Trailfinders,Germany,Wildlife,2026-09-29,2723,Pending
BK004544,Expedia,Australia,Business,2026-11-03,480,Pending
BK004545,Trailfinders,Canada,Honeymoon,2026-02-10,2353,Pending
BK004546,TUI,Canada,Leisure,2026-04-19,2864,Completed
BK004547,TUI,Spain,Family,2026-13-45,2275,Pending
BK004548,Trailfinders,USA,Adventure,2026-05-13,3162,Cancelled
BK004549,Cox & Kings,UAE,Leisure,2026-02-19,abc,Confirmed
BK004550,Kuoni,UK,Honeymoon,2026-05-09,3461,Completed
BK004551,Kuoni,UAE,Adventure,2026-03-26,725,Cancelled
BK004552,Trailfinders,UK,Honeymoon,2026-12-07,null,Confirmed
BK004553,MakeMyTrip,Italy,Cultural,2026-09-30,168,Confirmed
BK004554,Booking.com,Japan,Business,2026-03-21,2935,Completed
BK004555,Booking.com,Germany,Business,2026-06-19,2528,Cancelled
BK004556,Cox & Kings,Canada,Wildlife,2026-02-22,1254,Confirmed
BK004557,Thomas Cook,Australia,Cultural,2026-05-11,4522,Pending
BK003733,Trailfinders,Germany,Business,2026-03-31,4883,Cancelled
BK004559,Cox & Kings,Canada,Business,2026-12-16,3986,Cancelled
BK004560,Trailfinders,UK,Family,2026-04-04,,Pending
BK004561,Thomas Cook,Spain,Wildlife,,1582,Completed
BK004562,Trailfinders,UAE,Honeymoon,2026-09-23,3827,Completed
BK004563,Kuoni,Italy,Business,2026-06-18,4300,Pending
BK004564,Thomas Cook,UK,Adventure,2026-05-23,134,Confirmed
BK004565,Booking.com,UAE,Cultural,2026-04-20,3507,Confirmed
BK004566,Trailfinders,France,Cultural,2026-08-21,2826,Confirmed
BK004567,MakeMyTrip,Italy,Family,2026-05-08,4326,Confirmed
BK004568,Thomas Cook,Canada,Business,2026/01/01/01,4020,Cancelled
BK004569,Kuoni,Japan,Leisure,2026-02-05,3050,Completed
BK004570,Trailfinders,France,Cultural,2026-03-09,2066,Confirmed
BK004571,Cox & Kings,Germany,Cultural,2026-08-03,2846,Pending
BK004572,Kuoni,USA,Leisure,2026-07-13,387,Cancelled
BK004573,Cox & Kings,Italy,Adventure,2026-05-08,533,Cancelled
BK004574,Booking.com,Australia,Leisure,2026-10-02,3490,Cancelled
BK004575,Cox & Kings,Spain,Family,2026-04-07,-582,Confirmed
BK004576,MakeMyTrip,Canada,Cultural,2026-01-08,4126,Cancelled
BK004577,Cox & Kings,Canada,Wildlife,2026-01-25,3336,Completed
BK004578,Thomas Cook,Spain,Honeymoon,,2814,Completed
BK004579,Trailfinders,Spain,Cultural,2026-06-01,-726,Confirmed
BK004580,Booking.com,Spain,Adventure,2026-02-08,1503,Completed
BK004309,TUI,Spain,Wildlife,2026-11-11,2332,Completed
BK004582,Booking.com,Canada,Honeymoon,2026-03-22,4463,Pending
BK001805,TUI,Spain,Adventure,2026-01-23,2086,Confirmed
BK004584,Booking.com,UAE,Honeymoon,2026-10-12,3870,Confirmed
BK004585,Booking.com,USA,Cultural,2026-03-23,237,Cancelled
BK004586,Trailfinders,Canada,Family,2026-05-31,1138,Completed
BK004587,Cox & Kings,Canada,Family,2026-03-11,3601,Pending
BK004588,Booking.com,Canada,Family,32/01/2026,338,Cancelled
BK004589,,Australia,Honeymoon,2026-04-26,2300,Completed
BK004590,TUI,Japan,Adventure,2026-12-07,4498,Cancelled
BK004591,Thomas Cook,Spain,Wildlife,2026-11-22,3116,Completed
BK004592,Trailfinders,France,Adventure,2026-11-29,-2096,Completed
BK004593,TUI,Germany,Business,2026-06-19,1844,Pending
BK004594,Cox & Kings,USA,Leisure,2026-03-06,3887,Cancelled
BK004595,Booking.com,France,Honeymoon,2026-06-26,3771,Confirmed
BK004596,Booking.com,Italy,Leisure,2026-03-20,$500,Pending
BK004597,Trailfinders,Canada,Honeymoon,2026-12-25,-1926,Completed
BK004598,Thomas Cook,UK,Leisure,2026-08-01,4004,Confirmed
BK004599,Trailfinders,Italy,Family,2026-11-27,NaN,Cancelled
BK004219,Kuoni,Japan,Honeymoon,2026-01-06,2533,Pending
BK004601,Thomas Cook,Japan,Family,2026-04-27,1797,Cancelled
BK004602,Expedia,France,Business,2026-10-06,2805,Pending
BK004603,Cox & Kings,Germany,Leisure,2026-12-04,3567,Cancelled
BK004604,Thomas Cook,Spain,Honeymoon,2026-10-31,-1777,Cancelled
BK004605,Cox & Kings,Japan,Leisure,2026-11-22,-895,Pending
